:START_ID,:END_ID,relation,:TYPE
20897,41858,合作,合作
20897,40142,合作,合作
20897,44903,合作,合作
20897,55106,合作,合作
20897,57917,合作,合作
20897,57438,合作,合作
20897,56740,合作,合作
21312,51657,合作,合作
21312,48959,合作,合作
21312,41621,合作,合作
20960,41612,合作,合作
20960,52639,合作,合作
20960,42411,合作,合作
20960,51383,合作,合作
20960,56800,合作,合作
20960,46375,合作,合作
20960,44528,合作,合作
21594,56661,合作,合作
21594,46591,合作,合作
21594,41374,合作,合作
21594,41840,合作,合作
21594,53901,合作,合作
21594,40031,合作,合作
21594,47172,合作,合作
21594,44777,合作,合作
21594,45201,合作,合作
21594,53838,合作,合作
